FlowUID,FromUID,ToUID,FromName,ToName,MassType,Volume_m3,VolumeUnit,PeriodStart,PeriodEnd,EvidenceClass,Confidence,SourceURL,Class,Outcome,Method,Notes,Published
FLW_0348,SRC_HIS_002,AK_AH_002,Barcode-rekken,Mr. Pukk Høland AS,soil and clay,8449,pfm3,2005,2016,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",57.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0349,SRC_HIS_002,AK_LI_004,Barcode-rekken,ROAF Miljøpark,soil and clay,56355,pfm3,2005,2016,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",26.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0350,SRC_HIS_002,AK_UL_002,Barcode-rekken,ØRAS Miljøstasjon Dal Skog,soil and clay,7227,pfm3,2005,2016,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",56.4 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0351,SRC_HIS_002,OS_OS_004,Barcode-rekken,FRANO gjenvinningsanlegg for forurensede masser (Bondkall),soil and clay,133943,pfm3,2005,2016,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",15.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0352,SRC_HIS_002,AK_NA_001,Barcode-rekken,Herstua Grus AS - avfallshåndtering,soil and clay,10653,pfm3,2005,2016,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",54.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0353,SRC_HIS_002,BU_DR_002,Barcode-rekken,Lindum AS avd. Drammen - avfallsdeponi,soil and clay,25190,pfm3,2005,2016,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",47.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0354,SRC_HIS_002,BU_DR_005,Barcode-rekken,Mile avfallsdeponi,soil and clay,8308,pfm3,2005,2016,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",57.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0355,SRC_HIS_002,BU_LI_001,Barcode-rekken,Egge I - inert deponi,soil and clay,19194,pfm3,2005,2016,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",40.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0356,SRC_HIS_002,BU_LI_002,Barcode-rekken,Egge II - inert deponi,soil and clay,19032,pfm3,2005,2016,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",41.1 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0357,SRC_HIS_003,OS_OS_001,Nasjonalmuseet,Alnabru Massemottak,soil and clay,26218,pfm3,2014,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",9.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0358,SRC_HIS_003,AK_LI_002,Nasjonalmuseet,Skedsmo Massesenter,soil and clay,10561,pfm3,2014,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",28.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0359,SRC_HIS_003,AK_LI_003,Nasjonalmuseet,Jølsen Miljøpark,soil and clay,8753,pfm3,2014,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",28.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0360,SRC_HIS_003,AK_EI_002,Nasjonalmuseet,Feiring Bruk AS avd. Dal Pukkverk,soil and clay,5094,pfm3,2014,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",58.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0361,SRC_HIS_003,AK_UL_003,Nasjonalmuseet,Veidekke Gardermoen Massesenter,soil and clay,6603,pfm3,2014,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",48.4 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0362,SRC_HIS_003,AK_NI_001,Nasjonalmuseet,NOAH Engadalen,soil and clay,23353,pfm3,2014,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",32.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0363,SRC_HIS_003,AK_AH_001,Nasjonalmuseet,Helgerud Inert Deponi,soil and clay,1910,pfm3,2014,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",59.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0364,SRC_HIS_003,AK_AS_001,Nasjonalmuseet,Lindum Oredalen,soil and clay,5768,pfm3,2014,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",53.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0365,SRC_HIS_003,AK_AS_004,Nasjonalmuseet,Røyken Grovfyllplass,soil and clay,2895,pfm3,2014,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",36.1 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0366,SRC_HIS_003,AK_AH_002,Nasjonalmuseet,Mr. Pukk Høland AS,soil and clay,1901,pfm3,2014,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",59.4 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0367,SRC_HIS_003,AK_LI_004,Nasjonalmuseet,ROAF Miljøpark,soil and clay,13049,pfm3,2014,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",27.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0368,SRC_HIS_003,AK_UL_002,Nasjonalmuseet,ØRAS Miljøstasjon Dal Skog,soil and clay,1732,pfm3,2014,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",57.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0369,SRC_HIS_003,OF_IO_002,Nasjonalmuseet,Veidekke Elvestad,soil and clay,5148,pfm3,2014,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",42.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0370,SRC_HIS_003,OS_OS_004,Nasjonalmuseet,FRANO gjenvinningsanlegg for forurensede masser (Bondkall),soil and clay,31324,pfm3,2014,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",17.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0371,SRC_HIS_003,AK_NA_001,Nasjonalmuseet,Herstua Grus AS - avfallshåndtering,soil and clay,2594,pfm3,2014,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",55.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0372,SRC_HIS_003,BU_DR_002,Nasjonalmuseet,Lindum AS avd. Drammen - avfallsdeponi,soil and clay,6672,pfm3,2014,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",46.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0373,SRC_HIS_003,BU_DR_005,Nasjonalmuseet,Mile avfallsdeponi,soil and clay,2253,pfm3,2014,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",56.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0374,SRC_HIS_003,BU_LI_001,Nasjonalmuseet,Egge I - inert deponi,soil and clay,5234,pfm3,2014,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",39.1 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0375,SRC_HIS_003,BU_LI_002,Nasjonalmuseet,Egge II - inert deponi,soil and clay,5189,pfm3,2014,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",39.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0376,SRC_HIS_003,OS_OS_001,Nasjonalmuseet,Alnabru Massemottak,rock,2334,pfm3,2014,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",9.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0377,SRC_HIS_003,AK_LI_002,Nasjonalmuseet,Skedsmo Massesenter,rock,4721,pfm3,2014,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",28.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0378,SRC_HIS_003,AK_LI_003,Nasjonalmuseet,Jølsen Miljøpark,rock,3947,pfm3,2014,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",28.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0379,SRC_HIS_003,AK_EI_002,Nasjonalmuseet,Feiring Bruk AS avd. Dal Pukkverk,rock,3095,pfm3,2014,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",58.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0380,SRC_HIS_003,AK_UL_003,Nasjonalmuseet,Veidekke Gardermoen Massesenter,rock,3619,pfm3,2014,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",48.4 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0381,SRC_HIS_003,AK_NI_001,Nasjonalmuseet,NOAH Engadalen,rock,10896,pfm3,2014,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",32.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0382,SRC_HIS_003,AK_AH_001,Nasjonalmuseet,Helgerud Inert Deponi,rock,1168,pfm3,2014,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",59.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0383,SRC_HIS_003,AK_AS_001,Nasjonalmuseet,Lindum Oredalen,rock,3343,pfm3,2014,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",53.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0384,SRC_HIS_003,AK_AH_002,Nasjonalmuseet,Mr. Pukk Høland AS,rock,1163,pfm3,2014,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",59.4 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0385,SRC_HIS_003,OF_IO_002,Nasjonalmuseet,Veidekke Elvestad,rock,2657,pfm3,2014,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",42.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0386,SRC_HIS_003,OS_OS_004,Nasjonalmuseet,FRANO gjenvinningsanlegg for forurensede masser (Bondkall),rock,12574,pfm3,2014,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",17.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0387,SRC_HIS_003,AK_NA_001,Nasjonalmuseet,Herstua Grus AS - avfallshåndtering,rock,1519,pfm3,2014,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",55.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0388,SRC_HIS_003,BU_LI_001,Nasjonalmuseet,Egge I - inert deponi,rock,2616,pfm3,2014,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",39.1 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0389,SRC_HIS_003,BU_LI_002,Nasjonalmuseet,Egge II - inert deponi,rock,2598,pfm3,2014,2022,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",39.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0390,SRC_HIS_004,AK_LI_002,Munchmuseet,Skedsmo Massesenter,soil and clay,7498,pfm3,2016,2021,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",27.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0391,SRC_HIS_004,AK_LI_003,Munchmuseet,Jølsen Miljøpark,soil and clay,6420,pfm3,2016,2021,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",27.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0392,SRC_HIS_004,AK_EI_002,Munchmuseet,Feiring Bruk AS avd. Dal Pukkverk,soil and clay,3474,pfm3,2016,2021,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",58.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0393,SRC_HIS_004,AK_UL_003,Munchmuseet,Veidekke Gardermoen Massesenter,soil and clay,4543,pfm3,2016,2021,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",48.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0394,SRC_HIS_004,AK_NI_001,Munchmuseet,NOAH Engadalen,soil and clay,15311,pfm3,2016,2021,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",32.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0395,SRC_HIS_004,AK_AS_001,Munchmuseet,Lindum Oredalen,soil and clay,3963,pfm3,2016,2021,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",53.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0396,SRC_HIS_004,AK_AS_004,Munchmuseet,Røyken Grovfyllplass,soil and clay,1931,pfm3,2016,2021,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",36.4 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0397,SRC_HIS_004,AK_AH_002,Munchmuseet,Mr. Pukk Høland AS,soil and clay,1433,pfm3,2016,2021,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",57.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0398,SRC_HIS_004,AK_LI_004,Munchmuseet,ROAF Miljøpark,soil and clay,9343,pfm3,2016,2021,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",26.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0399,SRC_HIS_004,AK_UL_002,Munchmuseet,ØRAS Miljøstasjon Dal Skog,soil and clay,1189,pfm3,2016,2021,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",56.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0400,SRC_HIS_004,OF_IO_002,Munchmuseet,Veidekke Elvestad,soil and clay,3780,pfm3,2016,2021,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",40.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0401,SRC_HIS_004,OS_OS_004,Munchmuseet,FRANO gjenvinningsanlegg for forurensede masser (Bondkall),soil and clay,22127,pfm3,2016,2021,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",16.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0402,SRC_HIS_004,AK_NA_001,Munchmuseet,Herstua Grus AS - avfallshåndtering,soil and clay,1748,pfm3,2016,2021,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",55.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0403,SRC_HIS_004,BU_DR_002,Munchmuseet,Lindum AS avd. Drammen - avfallsdeponi,soil and clay,4326,pfm3,2016,2021,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",47.1 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0404,SRC_HIS_004,BU_DR_005,Munchmuseet,Mile avfallsdeponi,soil and clay,1416,pfm3,2016,2021,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",57.4 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0405,SRC_HIS_004,BU_LI_001,Munchmuseet,Egge I - inert deponi,soil and clay,3263,pfm3,2016,2021,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",40.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0406,SRC_HIS_004,BU_LI_002,Munchmuseet,Egge II - inert deponi,soil and clay,3235,pfm3,2016,2021,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",40.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0407,SRC_OS_003,AK_LI_002,Livsvitenskapsbygget,Skedsmo Massesenter,soil and clay,37764,pfm3,2019,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",26.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0408,SRC_OS_003,AK_LI_003,Livsvitenskapsbygget,Jølsen Miljøpark,soil and clay,28951,pfm3,2019,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",28.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0409,SRC_OS_003,AK_EI_002,Livsvitenskapsbygget,Feiring Bruk AS avd. Dal Pukkverk,soil and clay,19743,pfm3,2019,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",55.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0410,SRC_OS_003,AK_UL_003,Livsvitenskapsbygget,Veidekke Gardermoen Massesenter,soil and clay,25215,pfm3,2019,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",45.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0411,SRC_OS_003,AK_AS_001,Livsvitenskapsbygget,Lindum Oredalen,soil and clay,15376,pfm3,2019,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",58.1 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0412,SRC_OS_003,AK_AS_004,Livsvitenskapsbygget,Røyken Grovfyllplass,soil and clay,7921,pfm3,2019,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",39.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0413,SRC_OS_003,AK_LI_004,Livsvitenskapsbygget,ROAF Miljøpark,soil and clay,45805,pfm3,2019,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",26.4 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0414,SRC_OS_003,AK_UL_002,Livsvitenskapsbygget,ØRAS Miljøstasjon Dal Skog,soil and clay,6654,pfm3,2019,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",54.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0415,SRC_OS_003,OF_IO_002,Livsvitenskapsbygget,Veidekke Elvestad,soil and clay,13549,pfm3,2019,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",46.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0416,SRC_OS_003,OS_OS_004,Livsvitenskapsbygget,FRANO gjenvinningsanlegg for forurensede masser (Bondkall),soil and clay,111392,pfm3,2019,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",15.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0417,SRC_OS_003,AK_NA_001,Livsvitenskapsbygget,Herstua Grus AS - avfallshåndtering,soil and clay,10204,pfm3,2019,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",51.4 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0418,SRC_OS_003,BU_DR_002,Livsvitenskapsbygget,Lindum AS avd. Drammen - avfallsdeponi,soil and clay,19039,pfm3,2019,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",49.1 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0419,SRC_OS_003,BU_DR_005,Livsvitenskapsbygget,Mile avfallsdeponi,soil and clay,6863,pfm3,2019,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",57.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0420,SRC_OS_003,BU_LI_001,Livsvitenskapsbygget,Egge I - inert deponi,soil and clay,16194,pfm3,2019,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",40.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0421,SRC_OS_003,BU_LI_002,Livsvitenskapsbygget,Egge II - inert deponi,soil and clay,16047,pfm3,2019,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",40.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0422,SRC_VI_012,AK_LI_002,Vestby Næringspark Øst,Skedsmo Massesenter,rock,3808,pfm3,2023,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",66.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0423,SRC_VI_012,AK_LI_003,Vestby Næringspark Øst,Jølsen Miljøpark,rock,4232,pfm3,2023,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",60.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0424,SRC_VI_012,AK_AH_001,Vestby Næringspark Øst,Helgerud Inert Deponi,rock,3573,pfm3,2023,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",64.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0425,SRC_VI_012,AK_AS_001,Vestby Næringspark Øst,Lindum Oredalen,rock,52797,pfm3,2023,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",18.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0426,SRC_VI_012,AK_AH_002,Vestby Næringspark Øst,Mr. Pukk Høland AS,rock,3584,pfm3,2023,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",64.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0427,SRC_VI_012,OF_IO_002,Vestby Næringspark Øst,Veidekke Elvestad,rock,28787,pfm3,2023,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",16.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0428,SRC_VI_012,OS_OS_004,Vestby Næringspark Øst,FRANO gjenvinningsanlegg for forurensede masser (Bondkall),rock,9064,pfm3,2023,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",58.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0429,SRC_VI_012,OF_FR_001,Vestby Næringspark Øst,Borge pukkverk avfallsdeponi (Borge Massemottak),rock,6050,pfm3,2023,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",55.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0430,SRC_VI_012,VF_HO_001,Vestby Næringspark Øst,Kopstad Massemottak AS,rock,11187,pfm3,2023,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",36.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0431,SRC_VI_012,BU_LI_001,Vestby Næringspark Øst,Egge I - inert deponi,rock,5958,pfm3,2023,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",51.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0432,SRC_VI_012,BU_LI_002,Vestby Næringspark Øst,Egge II - inert deponi,rock,5960,pfm3,2023,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",51.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0433,SRC_VI_012,AK_AS_001,Vestby Næringspark Øst,Lindum Oredalen,soil and clay,43159,pfm3,2023,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",18.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0434,SRC_VI_012,AK_AS_004,Vestby Næringspark Øst,Røyken Grovfyllplass,soil and clay,5903,pfm3,2023,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",26.4 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0435,SRC_VI_012,OF_IO_002,Vestby Næringspark Øst,Veidekke Elvestad,soil and clay,24047,pfm3,2023,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",16.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0436,SRC_VI_012,OS_OS_004,Vestby Næringspark Øst,FRANO gjenvinningsanlegg for forurensede masser (Bondkall),soil and clay,4944,pfm3,2023,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",58.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0437,SRC_VI_012,OF_FR_001,Vestby Næringspark Øst,Borge pukkverk avfallsdeponi (Borge Massemottak),soil and clay,3422,pfm3,2023,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",55.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0438,SRC_VI_012,OF_SA_001,Vestby Næringspark Øst,Gatedalen miljøanlegg - deponi,soil and clay,3179,pfm3,2023,2026,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",53.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
